"popularity","danceability","tempo","duration_ms","speech_category","explicit","track_genre","acousticness","mood_category"
75,-0.853882067794449,-0.443173183989664,-0.774146765318477,"music","False","chill",1.55033041427923,"Low"
74,0.105228140478817,-1.59468201713804,-1.00499400129772,"music","False","chill",0.389528778186707,"Medium"
60,-0.286245413918434,-0.293128093609724,-0.917326674991392,"music","False","chill",1.87599976218297,"Low"
68,-0.240573499238755,-1.34727192568519,-0.294477395084538,"music","False","chill",0.660382493274963,"Low"
75,-1.10181531891271,0.60487263131714,0.629959555268991,"music","True","chill",-0.848659633645318,"Low"
74,1.4753855808692,-1.01086466728085,-0.796361325996353,"music","False","chill",1.35041457695219,"Medium"
71,-0.240573499238755,-1.58689010682254,-1.85935743037072,"music","False","chill",1.9275909460093,"Low"
69,0.966469960152772,-1.00713810147778,-0.974427146898213,"music","True","chill",0.866747228580301,"Medium"
68,1.82118722058677,0.246614146158442,0.0438381372977542,"music","False","chill",-0.584254816535354,"Medium"
71,0.444505220956436,0.615035992598237,-0.233899447274605,"music","False","chill",-1.04309390769082,"Low"
71,0.862077012313504,1.63777503831511,-2.1535137824491,"music","False","chill",-0.332747795381974,"Medium"
67,0.940371723192955,-0.669714506945334,-0.976300855375689,"music","False","chill",-0.0651185292828643,"High"
60,0.105228140478817,-0.328937003190125,-0.132655673949274,"music","False","chill",0.0832061242178471,"Medium"
69,0.7772577421941,-1.34595068871864,-0.880757601909799,"music","True","chill",0.192837389848808,"Medium"
76,1.08391202647195,-0.335272165055343,-1.58709806126217,"music","False","chill",0.392753227175853,"Medium"
76,1.4753855808692,-1.01086466728085,-0.796361325996353,"music","False","chill",1.35041457695219,"Medium"
57,1.18830497431121,-0.196847184406791,-1.39367735817624,"music","False","chill",-0.0328740393914054,"Medium"
68,2.43449578914247,-0.231470368504397,-1.33066994089975,"music","False","chill",1.01507188208101,"Medium"
68,-1.46719063635014,-1.37102031321202,0.0106671456922623,"music","True","chill",-0.87058588677151,"Low"
60,0.692438472074695,0.61364699988982,-0.667170714362901,"music","False","chill",0.299244206490622,"Low"
70,0.483652576396161,0.820979570024215,-0.421111506168213,"music","False","chill",-0.751926163970941,"Medium"
67,0.398833306276757,1.12276364433095,-1.0455645535007,"music","False","chill",-0.187647590870409,"Medium"
67,0.633717438915108,-0.0629618384637963,-0.957039767382648,"music","False","chill",0.599117962481191,"Medium"
67,0.966469960152772,-0.33012272867292,-0.999944515739776,"music","False","chill",0.0993283691635766,"Low"
74,1.4753855808692,0.622082589753132,-0.670267097016357,"music","True","chill",-0.455276856969518,"Medium"
54,-0.0709349589999461,-0.499512083357883,0.697444818228944,"music","False","chill",1.98885547680307,"Low"
63,1.7037451542676,-0.974615345378268,-0.342733327822255,"music","False","chill",1.38910796482194,"Medium"
76,0.522799931835886,-0.818336726745921,-1.76527503436184,"both","True","chill",-0.0554451823154266,"Low"
56,0.946896282432909,-1.00602013173686,-0.974427146898213,"music","True","chill",0.889318371504322,"Medium"
63,-0.188377025319121,0.251052147251188,-0.948925656942052,"music","False","chill",-0.610050408448521,"Low"
70,0.411882424756665,-1.07977225676669,-0.875930420747487,"music","False","chill",0.0251660424132208,"Medium"
79,1.11653482267172,-0.805700280886422,-0.623599052818875,"music","True","chill",-0.863814543894304,"Medium"
63,0.940371723192955,-1.00673156702654,-0.815685929531003,"music","False","chill",1.19886547446233,"Medium"
65,0.340112273117169,-1.55009873898496,-0.36725032688347,"music","True","chill",-0.203769835816138,"Medium"
73,1.05128923027218,-0.0639442967209689,-0.60051115344387,"music","True","chill",0.131572859055036,"Medium"
79,1.68417147654773,-0.398522150094708,-1.56050092821324,"music","False","chill",1.65673723092105,"Medium"
71,1.07738746723199,-0.229607085602863,-0.549746356812584,"music","False","chill",1.8921220071287,"Low"
75,0.809880538393871,0.482438005750848,-0.864973989819871,"music","False","chill",0.32503979840379,"High"
74,0.862077012313504,-1.40848923846833,-1.53225239108248,"both","False","chill",1.25690555626695,"Low"
66,1.65154868034796,-0.465329311582458,-1.37748089506585,"music","False","chill",-0.719681674079482,"Medium"
71,0.405357865516711,0.654808613078266,-0.886585152852458,"music","True","chill",0.270224165588309,"Medium"
66,-0.384113802517747,0.445849905138896,-1.06009373364385,"music","True","chill",-0.316625550436244,"Medium"
72,-0.455883954157243,1.77088119322655,-0.22206967764986,"music","True","chill",-0.684212735198877,"Medium"
61,-1.20620826675198,-1.24963590164477,-1.23709566922375,"music","False","chill",0.499160043817668,"Low"
70,0.548898168795703,0.0761406996034957,-1.53398318959133,"music","False","chill",1.41167910774596,"Low"
70,-0.540703224276648,-0.230691177472847,-1.27282316137902,"music","False","chill",1.44069914864827,"Low"
59,0.712012149794558,-0.195695336794933,-0.350799801606644,"music","False","chill",0.257326369631726,"Medium"
64,0.588045524235428,-1.41319826252857,-0.160237297893141,"music","False","chill",1.52131037337692,"Low"
62,-0.475457631877106,-1.32125372080558,-1.87772930078123,"music","True","chill",-1.11177467115962,"Low"
68,2.21266077498402,-0.264501292667965,-1.62885952987032,"music","False","chill",0.48948669685023,"Medium"
63,0.607619201955291,-1.17730664719429,-0.621137825581512,"music","False","chill",-0.500419142817561,"Medium"
56,0.790306860674008,-1.41350316336701,-0.832978035734153,"music","False","chill",1.76959294554115,"Low"
65,0.940371723192955,-1.00673156702654,-0.815685929531003,"music","False","chill",1.19886547446233,"Medium"
67,1.05128923027218,0.683333780407215,-0.844506106536253,"music","False","chill",-0.889932580706385,"Medium"
65,0.000835192639550155,-0.90902778724425,-0.737021931247802,"music","False","chill",-0.857043201017097,"Medium"
54,0.555422728035658,0.787338844183782,-1.76660886073564,"music","False","chill",-0.377890081230017,"Low"
56,-0.168803347599258,0.547178617111441,-1.8958788667961,"music","False","chill",1.46327029157229,"Low"
65,1.36446807378998,-0.85777056851658,-1.64467489973106,"music","False","chill",1.32139453604987,"Low"
67,1.33836983683016,-0.602771833973837,-1.63241640020045,"music","True","chill",-0.165076447946387,"Medium"
66,1.07086290799204,0.74905685002498,-0.629807697011191,"both","False","chill",1.69865506777994,"Medium"
62,0.679389353594787,-1.17408824945528,0.443843139468144,"music","False","chill",1.35041457695219,"Low"
54,0.588045524235428,0.639936227736927,-1.64688206480198,"music","False","chill",1.76959294554115,"Low"
69,0.627192879675154,0.687737903629024,-1.04388139164806,"music","True","chill",0.969929596232969,"Medium"
58,1.11001026343176,0.512216654304464,-1.84983009912931,"music","False","chill",1.92114204803101,"Low"
68,1.41013998846966,-0.533898122358931,-1.34078479090104,"music","False","chill",-1.07985262616708,"Medium"
72,1.05128923027218,0.0753276307010079,-1.41179516642031,"music","False","chill",0.408875472121583,"Low"
63,1.56672941022856,-0.296685270058108,-0.734957676145497,"music","False","chill",-0.119934162098345,"Medium"
